seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NZ_JAUSQZ010000001.1|provirus_4377327_4415688	38362	Provirus	4377327-4415688	59	11	0.9569	NA	4	25.9053	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSQZ010000001.1|provirus_1073698_1130145	56448	Provirus	1073698-1130145	69	11	0.9461	NA	7	38.3689	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPZ010000001.1|provirus_7347270_7364360	17091	Provirus	7347270-7364360	23	11	0.9756	NA	7	21.7560	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPZ010000001.1|provirus_788540_830577	42038	Provirus	788540-830577	55	11	0.9748	NA	12	56.9239	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPZ010000001.1|provirus_5714713_5760135	45423	Provirus	5714713-5760135	68	11	0.9680	NA	7	67.4473	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPZ010000001.1|provirus_7545758_7582429	36672	Provirus	7545758-7582429	55	11	0.9629	NA	9	54.1787	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPZ010000001.1|provirus_4673676_4724296	50621	Provirus	4673676-4724296	77	11	0.9569	NA	12	53.9439	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPZ010000001.1|provirus_1703394_1724611	21218	Provirus	1703394-1724611	29	11	0.9368	NA	1	16.7997	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP050974.1|provirus_5689894_5718946	29053	Provirus	5689894-5718946	44	11	0.9521	NA	1	23.3622	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP023992.1|provirus_7914942_7929161	14220	Provirus	7914942-7929161	15	11	0.9608	NA	5	10.7116	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP023992.1|provirus_3898260_3909730	11471	Provirus	3898260-3909730	14	11	0.8617	NA	1	2.7261	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAGGON010000002.1|provirus_205381_221232	15852	Provirus	205381-221232	20	11	0.8786	NA	1	25.7899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPH010000001.1|provirus_4791173_4839121	47949	Provirus	4791173-4839121	61	11	0.9321	NA	6	52.1466	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPG010000002.1|provirus_99_34128	34030	Provirus	99-34128	50	11	0.9667	NA	6	47.6854	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPG010000002.1|provirus_1469584_1521473	51890	Provirus	1469584-1521473	75	11	0.9665	NA	11	67.0458	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHNG010000001.1|provirus_6462621_6503641	41021	Provirus	6462621-6503641	53	11	0.9638	NA	10	51.9219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHNG010000001.1|provirus_5756559_5797794	41236	Provirus	5756559-5797794	56	11	0.9570	NA	4	59.1171	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHNG010000001.1|provirus_8423005_8441318	18314	Provirus	8423005-8441318	27	11	0.9261	NA	0	14.4921	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSYI010000001.1|provirus_5287037_5297690	10654	Provirus	5287037-5297690	16	11	0.9240	NA	1	16.8484	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEMZ010000001.1|provirus_3141957_3206211	64255	Provirus	3141957-3206211	100	11	0.9535	NA	5	71.5588	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEMZ010000001.1|provirus_4904781_4916524	11744	Provirus	4904781-4916524	17	11	0.8818	NA	0	5.3079	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSYT010000001.1|provirus_3585740_3626253	40514	Provirus	3585740-3626253	54	11	0.9668	NA	10	66.0829	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSZL010000002.1|provirus_4144563_4185029	40467	Provirus	4144563-4185029	62	11	0.9646	NA	11	54.5843	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSZL010000002.1|provirus_6907168_6918924	11757	Provirus	6907168-6918924	13	11	0.8945	NA	0	6.2444	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSZL010000002.1|provirus_4672732_4680475	7744	Provirus	4672732-4680475	15	11	0.8935	NA	1	14.1259	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSZL010000002.1|provirus_5847968_5856035	8068	Provirus	5847968-5856035	11	11	0.8295	NA	1	14.7983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_KB892705.1|provirus_1120641_1130499	9859	Provirus	1120641-1130499	14	11	0.9540	NA	1	12.5280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_NKRA01000001.1|provirus_4214164_4230226	16063	Provirus	4214164-4230226	17	11	0.9409	NA	1	8.0132	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAQEFL010000001.1|provirus_80400_117151	36752	Provirus	80400-117151	45	11	0.7979	NA	2	8.3834	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPENA010000001.1|provirus_4657860_4685306	27447	Provirus	4657860-4685306	35	11	0.8776	NA	1	12.1201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CAJMWO010000001.1|provirus_4061738_4087203	25466	Provirus	4061738-4087203	28	11	0.9569	NA	2	17.2200	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CAJMWO010000001.1|provirus_2228906_2238179	9274	Provirus	2228906-2238179	12	11	0.9497	NA	4	7.7371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CAJMWN010000001.1|provirus_4073073_4098549	25477	Provirus	4073073-4098549	28	11	0.9574	NA	2	17.2200	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CAJMWN010000001.1|provirus_2243205_2252478	9274	Provirus	2243205-2252478	12	11	0.9495	NA	4	7.7371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_KB911777.1|provirus_499978_579725	79748	Provirus	499978-579725	136	11	0.9528	NA	7	86.9414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP019884.1|provirus_3696263_3705101	8839	Provirus	3696263-3705101	12	11	0.9173	NA	3	8.5725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAHXFF010000002.1|provirus_912_31477	30566	Provirus	912-31477	54	11	0.9371	NA	1	15.2873	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMMK01000004.1|provirus_272230_293386	21157	Provirus	272230-293386	26	11	0.9335	NA	0	10.2036	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHNF010000001.1|provirus_6188897_6219932	31036	Provirus	6188897-6219932	37	11	0.9737	NA	4	18.4957	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAELVF020000001.1|provirus_1414215_1429661	15447	Provirus	1414215-1429661	17	11	0.8814	NA	0	7.4484	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEOW010000001.1|provirus_988277_1023590	35314	Provirus	988277-1023590	50	11	0.9353	NA	8	41.8693	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP127294.1|provirus_6348478_6367748	19271	Provirus	6348478-6367748	30	11	0.8997	NA	2	14.5743	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP126980.1|provirus_3397841_3414683	16843	Provirus	3397841-3414683	18	11	0.9781	NA	5	10.6557	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP126980.1|provirus_1364839_1396377	31539	Provirus	1364839-1396377	41	11	0.9683	NA	6	32.0999	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP126980.1|provirus_8875192_8912831	37640	Provirus	8875192-8912831	51	11	0.9666	NA	8	60.3437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP126980.1|provirus_1473546_1512814	39269	Provirus	1473546-1512814	63	11	0.9286	NA	7	34.4709	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JANCMB010000001.1|provirus_1456049_1494135	38087	Provirus	1456049-1494135	52	11	0.9752	NA	8	39.4092	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSQU010000001.1|provirus_2747352_2830119	82768	Provirus	2747352-2830119	122	11	0.9694	NA	12	61.0497	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMRT01000004.1|provirus_204426_273931	69506	Provirus	204426-273931	114	11	0.9480	NA	9	72.5560	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARXYP010000002.1|provirus_2171157_2179380	8224	Provirus	2171157-2179380	11	11	0.8906	NA	0	14.7983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARXYQ010000002.1|provirus_6406945_6492719	85775	Provirus	6406945-6492719	144	11	0.9591	NA	5	94.9360	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARXYQ010000002.1|provirus_7301680_7309903	8224	Provirus	7301680-7309903	11	11	0.9399	NA	0	14.7983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHJB010000001.1|provirus_282556_300079	17524	Provirus	282556-300079	28	11	0.9085	NA	1	7.0537	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_MTQO01000036.1|provirus_44728_52550	7823	Provirus	44728-52550	10	11	0.9558	NA	3	13.5444	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHMS010000001.1|provirus_1097983_1124367	26385	Provirus	1097983-1124367	42	11	0.9250	NA	1	19.5951	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WBKG01000043.1|provirus_321_25431	25111	Provirus	321-25431	49	11	0.8814	NA	1	17.3007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHDO010000001.1|provirus_2957028_2992407	35380	Provirus	2957028-2992407	35	11	0.7232	NA	1	6.4167	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
NZ_CP031969.1|provirus_7029258_7037368	8111	Provirus	7029258-7037368	11	11	0.9229	NA	0	14.7983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHMZ010000001.1|provirus_5175672_5195563	19892	Provirus	5175672-5195563	26	11	0.9018	NA	2	10.2377	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHBR010000001.1|provirus_2613234_2653423	40190	Provirus	2613234-2653423	61	11	0.9493	NA	9	49.3945	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHWA010000016.1|provirus_61010_109468	48459	Provirus	61010-109468	81	11	0.9476	NA	9	49.2385	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP019885.1|provirus_3520276_3528712	8437	Provirus	3520276-3528712	12	11	0.9288	NA	3	8.5725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_SNXU01000001.1|provirus_6714276_6728513	14238	Provirus	6714276-6728513	18	11	0.8930	NA	0	10.3057	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP048397.1|provirus_6122826_6133385	10560	Provirus	6122826-6133385	16	11	0.8943	NA	1	8.5820	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP048397.1|provirus_5927284_5943072	15789	Provirus	5927284-5943072	14	11	0.8736	NA	6	12.3980	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACCBU010000001.1|provirus_175523_208216	32694	Provirus	175523-208216	50	11	0.9601	NA	6	31.6866	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RJWA01000006.1|provirus_179211_217788	38578	Provirus	179211-217788	57	11	0.9514	NA	6	42.0973	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_SNWR01000001.1|provirus_2341529_2357568	16040	Provirus	2341529-2357568	24	11	0.8986	NA	0	10.1145	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAQDIT010000001.1|provirus_696587_744149	47563	Provirus	696587-744149	61	11	0.9741	NA	8	70.7046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAQDIT010000001.1|provirus_404468_461891	57424	Provirus	404468-461891	76	11	0.9391	NA	2	11.9347	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JABXJJ020000019.1|provirus_57518_71929	14412	Provirus	57518-71929	12	11	0.8985	NA	4	11.8606	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEQK010000001.1|provirus_6910628_6923739	13112	Provirus	6910628-6923739	20	11	0.9339	NA	1	22.3897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEMM010000001.1|provirus_1961504_1978962	17459	Provirus	1961504-1978962	23	11	0.9312	NA	1	26.9850	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARXYN010000002.1|provirus_1986023_1994246	8224	Provirus	1986023-1994246	10	11	0.8403	NA	0	13.0800	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QFRX01000001.1|provirus_4171224_4290141	118918	Provirus	4171224-4290141	162	11	0.9377	NA	6	80.5230	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CAJMWK010000001.1|provirus_4083876_4103746	19871	Provirus	4083876-4103746	22	11	0.9597	NA	2	15.5164	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CAJMWK010000001.1|provirus_2237465_2246739	9275	Provirus	2237465-2246739	12	11	0.9507	NA	4	7.7371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CABWKH010000001.1|provirus_165286_183413	18128	Provirus	165286-183413	28	11	0.9752	NA	8	30.1680	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JADBEM010000001.1|provirus_3061520_3103177	41658	Provirus	3061520-3103177	56	11	0.9705	NA	8	52.4373	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPH010000002.1|provirus_2252438_2287478	35041	Provirus	2252438-2287478	41	11	0.9710	NA	7	48.1661	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JANUQM010000009.1|provirus_421275_427991	6717	Provirus	421275-427991	8	11	0.8955	NA	4	7.1315	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPENH010000001.1|provirus_4065193_4111934	46742	Provirus	4065193-4111934	66	11	0.9605	NA	5	45.3186	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEOU010000002.1|provirus_2_60254	60253	Provirus	2-60254	96	11	0.9637	NA	3	71.2494	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARVKU010000011.1|provirus_226022_268340	42319	Provirus	226022-268340	62	11	0.9521	NA	7	41.9393	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAQEWN010000001.1|provirus_457719_494470	36752	Provirus	457719-494470	45	11	0.7870	NA	2	8.3834	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAJQLF010000001.1|provirus_195551_313964	118414	Provirus	195551-313964	194	11	0.9448	NA	5	69.0882	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACJID010000001.1|provirus_1364193_1402698	38506	Provirus	1364193-1402698	64	11	0.9622	NA	11	51.9574	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSWW010000001.1|provirus_6868363_6905965	37603	Provirus	6868363-6905965	42	11	0.9413	NA	4	34.9403	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CAJMWI010000001.1|provirus_4087203_4108890	21688	Provirus	4087203-4108890	23	11	0.9553	NA	2	15.5164	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CAJMWI010000001.1|provirus_2239221_2248494	9274	Provirus	2239221-2248494	12	11	0.9497	NA	4	7.7371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JASKMT010000004.1|provirus_335380_345681	10302	Provirus	335380-345681	13	11	0.9256	NA	0	3.6160	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BNBD01000002.1|provirus_277949_349385	71437	Provirus	277949-349385	61	11	0.9279	NA	2	39.8467	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP019883.1|provirus_3561945_3570057	8113	Provirus	3561945-3570057	12	11	0.9193	NA	3	8.5725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JNYY01000017.1|provirus_2_21759	21758	Provirus	2-21759	16	11	0.7236	NA	3	9.1697	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VOKX01000070.1|provirus_33204_95737	62534	Provirus	33204-95737	61	11	0.8497	NA	0	8.1005	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
NZ_JACCBV010000001.1|provirus_2719539_2736409	16871	Provirus	2719539-2736409	26	11	0.9730	NA	3	13.6002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACCBV010000001.1|provirus_1608790_1623783	14994	Provirus	1608790-1623783	21	11	0.9402	NA	1	9.5720	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAGGOM010000005.1|provirus_186321_202144	15824	Provirus	186321-202144	20	11	0.9184	NA	1	25.7899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAGGOV010000045.1|provirus_79157_95026	15870	Provirus	79157-95026	20	11	0.8766	NA	1	25.7899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHJT010000001.1|provirus_2781155_2843011	61857	Provirus	2781155-2843011	109	11	0.9387	NA	8	57.7176	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHJT010000001.1|provirus_2384433_2412187	27755	Provirus	2384433-2412187	35	11	0.8215	NA	0	8.8131	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPENU010000001.1|provirus_491170_530072	38903	Provirus	491170-530072	64	11	0.9646	NA	9	56.4877	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPENU010000001.1|provirus_3_52547	52545	Provirus	3-52547	83	11	0.9503	NA	6	66.6092	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHIW010000001.1|provirus_2678271_2717135	38865	Provirus	2678271-2717135	59	11	0.9643	NA	9	39.8371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHDS010000001.1|provirus_2616354_2685970	69617	Provirus	2616354-2685970	103	11	0.9233	NA	6	51.0750	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHDS010000001.1|provirus_4321813_4346067	24255	Provirus	4321813-4346067	25	11	0.7080	NA	0	13.6526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHMA010000001.1|provirus_1454044_1474791	20748	Provirus	1454044-1474791	27	11	0.9244	NA	5	19.7616	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BJHZ01000001.1|provirus_2470302_2511705	41404	Provirus	2470302-2511705	62	11	0.9637	NA	7	35.7228	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAHXER010000002.1|provirus_521898_563570	41673	Provirus	521898-563570	65	11	0.9776	NA	12	71.5044	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAGSHY010000002.1|provirus_10462987_10471034	8048	Provirus	10462987-10471034	12	11	0.9495	NA	0	17.6559	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAODTZ010000001.1|provirus_205557_259443	53887	Provirus	205557-259443	67	11	0.9368	NA	3	33.3001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAODTZ010000001.1|provirus_285856_302569	16714	Provirus	285856-302569	18	11	0.9025	NA	2	10.9755	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPM010000001.1|provirus_3418342_3459432	41091	Provirus	3418342-3459432	56	11	0.9505	NA	5	39.8264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPM010000001.1|provirus_4468571_4530619	62049	Provirus	4468571-4530619	49	11	0.9492	NA	2	38.2688	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPM010000001.1|provirus_3464313_3474418	10106	Provirus	3464313-3474418	21	11	0.9251	NA	0	11.6783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPM010000001.1|provirus_2860001_2877770	17770	Provirus	2860001-2877770	29	11	0.7953	NA	0	8.3907	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHMQ010000001.1|provirus_7980310_8016025	35716	Provirus	7980310-8016025	48	11	0.9729	NA	11	42.4886	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHMQ010000001.1|provirus_6295327_6314121	18795	Provirus	6295327-6314121	30	11	0.7128	NA	1	5.8209	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHLY010000001.1|provirus_4332149_4359022	26874	Provirus	4332149-4359022	36	11	0.9473	NA	7	24.3409	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHLY010000001.1|provirus_5055066_5067725	12660	Provirus	5055066-5067725	23	11	0.8939	NA	0	9.8173	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHLY010000001.1|provirus_4251097_4276935	25839	Provirus	4251097-4276935	31	11	0.7698	NA	0	3.9502	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAERRG010000009.1|provirus_254388_313828	59441	Provirus	254388-313828	60	11	0.9167	NA	0	15.7254	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAAVVL010000001.1|provirus_9497457_9539725	42269	Provirus	9497457-9539725	58	11	0.9676	NA	8	62.3801	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAAVVL010000001.1|provirus_9333710_9344640	10931	Provirus	9333710-9344640	13	11	0.9234	NA	0	5.0250	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAJQLH010000001.1|provirus_194260_313884	119625	Provirus	194260-313884	197	11	0.9427	NA	6	74.0852	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPENQ010000002.1|provirus_10176_29971	19796	Provirus	10176-29971	22	11	0.8413	NA	1	3.3095	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSYR010000001.1|provirus_2335215_2391584	56370	Provirus	2335215-2391584	93	11	0.9648	NA	4	69.5343	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPENJ010000002.1|provirus_2832991_2872756	39766	Provirus	2832991-2872756	61	11	0.9645	NA	10	52.0645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARBAY010000001.1|provirus_1657446_1699118	41673	Provirus	1657446-1699118	45	11	0.9586	NA	6	48.4767	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARBAY010000001.1|provirus_1708990_1724224	15235	Provirus	1708990-1724224	17	11	0.9420	NA	1	6.8503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAQFDP010000001.1|provirus_732242_768874	36633	Provirus	732242-768874	43	11	0.8272	NA	2	8.3834	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPR010000001.1|provirus_2662391_2704060	41670	Provirus	2662391-2704060	64	11	0.9629	NA	8	53.0367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPEPR010000001.1|provirus_7524737_7617999	93263	Provirus	7524737-7617999	145	11	0.9456	NA	4	95.6559	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAVIYS010000001.1|provirus_2646404_2699888	53485	Provirus	2646404-2699888	85	11	0.9660	NA	4	52.4549	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAVIYS010000001.1|provirus_2015840_2091814	75975	Provirus	2015840-2091814	116	11	0.9649	NA	16	65.1135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
