	Accession_DB	Localisation	start	end	Nuccore	Close_prophage	Cluster	Type	sys_id	Position	replicon	Assembly	New_clade	Type_defensive	Sys_close	Nb_sys_close	Close_type	Close_sys_id	In_plasmid	Close_conservon	LanC	Dehydra_N_Thiopep	Dehydra	Thiopep_Methyl	Methyl	Thiopep	Transporter
3183	GCF_030063415.1_NZ_JASITA010000045.1_03430	41192:42260	41192	42260	NZ_JASITA010000045.1	0	GCF_000716935.1_NZ_JNWU01000004.1_06646	lanthipeptide-class-i	GCF_030063415.1_NZ_JASITA010000045.1.region001_lanthipeptide-class-i_29157_54343	3430	GCF_030063415.1_NZ_JASITA010000045.1	GCF_030063415.1	Clade 8	Lanthiphage	0.0				1	1.0	1	0	1	1	1	0	1
3184	GCF_030064675.1_NZ_CP116413.1_03526	3950966:3952163	3950966	3952163	NZ_CP116413.1	0	GCF_014204915.1_NZ_JACHMH010000001.1_06261	lanthipeptide-class-i	GCF_030064675.1_NZ_CP116413.1.region013_lanthipeptide-class-i_3941304_3964154	3526	GCF_030064675.1_NZ_CP116413.1	GCF_030064675.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
3185	GCF_030064675.1_NZ_CP116413.1_04778	5307152:5308523	5307152	5308523	NZ_CP116413.1	0	GCF_023897065.1_NZ_JAMHIV010000012.1_07937	lanthipeptide-class-i	GCF_030064675.1_NZ_CP116413.1.region020_lanthipeptide-class-i_5297153_5321699	4778	GCF_030064675.1_NZ_CP116413.1	GCF_030064675.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
3186	GCF_030116705.1_NZ_JAOTIK010000001.1_01023	150035:151337	150035	151337	NZ_JAOTIK010000001.1	0	GCF_900119365.1_NZ_FPJO01000006.1_04707	lanthipeptide-class-i	GCF_030116705.1_NZ_JAOTIK010000001.1.region001_lanthipeptide-class-i_141088_163154	1023	GCF_030116705.1_NZ_JAOTIK010000001.1	GCF_030116705.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
3187	GCF_030116705.1_NZ_JAOTIK010000001.1_02992	2548255:2549485	2548255	2549485	NZ_JAOTIK010000001.1	0	GCF_030116705.1_NZ_JAOTIK010000001.1_02992	lanthipeptide-class-i	GCF_030116705.1_NZ_JAOTIK010000001.1.region008_lanthipeptide-class-i_2538367_2562921	2992	GCF_030116705.1_NZ_JAOTIK010000001.1	GCF_030116705.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	0	0	0	0	1	0
3188	GCF_030116705.1_NZ_JAOTIK010000001.1_04963	4761961:4763362	4761961	4763362	NZ_JAOTIK010000001.1	0	GCF_000373405.1_NZ_KB891308.1_04075	lanthipeptide-class-i	GCF_030116705.1_NZ_JAOTIK010000001.1.region012_lanthipeptide-class-i_4748870_4773363	4963	GCF_030116705.1_NZ_JAOTIK010000001.1	GCF_030116705.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
3189	GCF_030124145.1_NZ_JASKMS010000011.1_02382	204299:205559	204299	205559	NZ_JASKMS010000011.1	0	GCF_024349765.1_NZ_AP026073.1_01831	lanthipeptide-class-i	GCF_030124145.1_NZ_JASKMS010000011.1.region001_lanthipeptide-class-i_191215_217669	2382	GCF_030124145.1_NZ_JASKMS010000011.1	GCF_030124145.1	Clade 9	Lanthiphage	0.0				0	1.0	1	1	0	1	1	0	0
3190	GCF_030124145.1_NZ_JASKMS010000059.1_05701	6725:8024	6725	8024	NZ_JASKMS010000059.1	0	GCF_030124145.1_NZ_JASKMS010000059.1_05701	lanthipeptide-class-i	GCF_030124145.1_NZ_JASKMS010000059.1.region001_lanthipeptide-class-i_1_18359	5701	GCF_030124145.1_NZ_JASKMS010000059.1	GCF_030124145.1	Non Defensive	lanthipeptide-class-i	0.0				1	0.0	1	1	0	0	0	1	1
3191	GCF_030124175.1_NZ_JASKMT010000004.1_00192	134810:136061	134810	136061	NZ_JASKMT010000004.1	0	GCF_030124175.1_NZ_JASKMT010000004.1_00192	lanthipeptide-class-i	GCF_030124175.1_NZ_JASKMT010000004.1.region001_lanthipeptide-class-i_121766_146062	192	GCF_030124175.1_NZ_JASKMT010000004.1	GCF_030124175.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
3192	GCF_030136085.1_NZ_JASCTJ010000002.1_00586	476645:477869	476645	477869	NZ_JASCTJ010000002.1	0	GCF_900101745.1_NZ_FNAD01000008.1_02134	lanthipeptide-class-i	GCF_030136085.1_NZ_JASCTJ010000002.1.region001_lanthipeptide-class-i_463611_488754	586	GCF_030136085.1_NZ_JASCTJ010000002.1	GCF_030136085.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	1	1	0
3193	GCF_030136085.1_NZ_JASCTJ010000004.1_05174	407924:409262	407924	409262	NZ_JASCTJ010000004.1	0	GCF_900101745.1_NZ_FNAD01000006.1_03545	lanthipeptide-class-i	GCF_030136085.1_NZ_JASCTJ010000004.1.region001_lanthipeptide-class-i_397925_432435	5174	GCF_030136085.1_NZ_JASCTJ010000004.1	GCF_030136085.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	2	2	0	0	0	0	1
3195	GCF_030136085.1_NZ_JASCTJ010000004.1_05180	417887:419249	417887	419249	NZ_JASCTJ010000004.1	0	GCF_900101745.1_NZ_FNAD01000006.1_03551	lanthipeptide-class-i	GCF_030136085.1_NZ_JASCTJ010000004.1.region001_lanthipeptide-class-i_397925_432435	5180	GCF_030136085.1_NZ_JASCTJ010000004.1	GCF_030136085.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	2	2	0	0	0	0	1
3197	GCF_030158795.1_NZ_BNEJ01000025.1_00470	403364:404807	403364	404807	NZ_BNEJ01000025.1	0	GCF_000720885.1_NZ_JODZ01000016.1_03459	lanthipeptide-class-i	GCF_030158795.1_NZ_BNEJ01000025.1.region004_lanthipeptide-class-i_390162_414808	470	GCF_030158795.1_NZ_BNEJ01000025.1	GCF_030158795.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
3198	GCF_030167965.1_NZ_CP095012.1_00211	329254:330382	329254	330382	NZ_CP095012.1	0	GCF_030167965.1_NZ_CP095012.1_00211	lanthipeptide-class-i	GCF_030167965.1_NZ_CP095012.1.region001_lanthipeptide-class-i_318978_342646	211	GCF_030167965.1_NZ_CP095012.1	GCF_030167965.1	Clade 3	Lanthiphage	0.0				1	0.0	1	1	0	0	1	1	0
3199	GCF_030167965.1_NZ_CP095012.1_00286	413636:414941	413636	414941	NZ_CP095012.1	0	GCF_030167965.1_NZ_CP095012.1_00286	lanthipeptide-class-i	GCF_030167965.1_NZ_CP095012.1.region002_lanthipeptide-class-i_403637_428161	286	GCF_030167965.1_NZ_CP095012.1	GCF_030167965.1	Non Defensive	lanthipeptide-class-i	0.0				1	0.0	1	1	0	0	0	0	1
3200	GCF_030182635.1_NZ_JAPZLD010000039.1_02350	47098:48199	47098	48199	NZ_JAPZLD010000039.1	0	GCF_030182635.1_NZ_JAPZLD010000039.1_02350	lanthipeptide-class-i	GCF_030182635.1_NZ_JAPZLD010000039.1.region001_lanthipeptide-class-i_34142_58200	2350	GCF_030182635.1_NZ_JAPZLD010000039.1	GCF_030182635.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	0
3201	GCF_030229925.1_NZ_JASPGF010000011.1_00027	27476:28676	27476	28676	NZ_JASPGF010000011.1	0	GCF_030229925.1_NZ_JASPGF010000011.1_00027	lanthipeptide-class-i	GCF_030229925.1_NZ_JASPGF010000011.1.region001_lanthipeptide-class-i_17477_41396	27	GCF_030229925.1_NZ_JASPGF010000011.1	GCF_030229925.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	0	1	0	0	0	2
3202	GCF_030262575.1_NZ_JASJUS010000003.1_01414	267581:268811	267581	268811	NZ_JASJUS010000003.1	0	GCF_000720405.1_NZ_JOAE01000019.1_02276	lanthipeptide-class-i	GCF_030262575.1_NZ_JASJUS010000003.1.region002_lanthipeptide-class-i_256596_281874	1414	GCF_030262575.1_NZ_JASJUS010000003.1	GCF_030262575.1	Clade 1	Lanthiphage	1.0	2.0	DISARM_1|Wadjet_III	GCF_030262575.1_DISARM_1_1|GCF_030262575.1_Wadjet_III_5	0	0.0	1	1	0	0	1	1	1
3203	GCF_030264295.1_NZ_CP127173.1_00752	815398:816637	815398	816637	NZ_CP127173.1	0	GCF_030264295.1_NZ_CP127173.1_00752	lanthipeptide-class-i	GCF_030264295.1_NZ_CP127173.1.region001_lanthipeptide-class-i_804497_829728	752	GCF_030264295.1_NZ_CP127173.1	GCF_030264295.1	Clade 5	Lanthiphage	0.0				0	0.0	1	1	0	0	1	2	0
3204	GCF_030268605.1_NZ_BSRM01000002.1_00670	427432:428713	427432	428713	NZ_BSRM01000002.1	0	GCF_000147815.2_NC_015957.1_05454	lanthipeptide-class-i	GCF_030268605.1_NZ_BSRM01000002.1.region004_lanthipeptide-class-i_417433_434076	670	GCF_030268605.1_NZ_BSRM01000002.1	GCF_030268605.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
3205	GCF_030268605.1_NZ_BSRM01000004.1_07117	236129:237437	236129	237437	NZ_BSRM01000004.1	0	GCF_000721535.1_NZ_JOIK01000005.1_06868	lanthipeptide-class-i	GCF_030268605.1_NZ_BSRM01000004.1.region002_lanthipeptide-class-i_222996_247438	7117	GCF_030268605.1_NZ_BSRM01000004.1	GCF_030268605.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
3206	GCF_030268625.1_NZ_BSRN01000029.1_02198	30012:31395	30012	31395	NZ_BSRN01000029.1	0	GCF_030268625.1_NZ_BSRN01000029.1_02198	lanthipeptide-class-i	GCF_030268625.1_NZ_BSRN01000029.1.region001_lanthipeptide-class-i_20013_44575	2198	GCF_030268625.1_NZ_BSRN01000029.1	GCF_030268625.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
3207	GCF_030268665.1_NZ_BSRP01000036.1_01758	61716:62982	61716	62982	NZ_BSRP01000036.1	0	GCF_001279485.1_NZ_LGDM01000282.1_02981	lanthipeptide-class-i	GCF_030268665.1_NZ_BSRP01000036.1.region001_lanthipeptide-class-i_49590_75970	1758	GCF_030268665.1_NZ_BSRP01000036.1	GCF_030268665.1	Clade 10	Lanthiphage	1.0	1.0	RM_Type_IIG	GCF_030268665.1_RM_Type_IIG_5	1	0.0	1	1	0	1	1	0	2
3208	GCF_030268685.1_NZ_BSRQ01000028.1_04148	109611:110682	109611	110682	NZ_BSRQ01000028.1	0	GCF_016863075.1_NZ_BOOE01000015.1_00365	lanthipeptide-class-i	GCF_030268685.1_NZ_BSRQ01000028.1.region001_lanthipeptide-class-i_97585_119504	4148	GCF_030268685.1_NZ_BSRQ01000028.1	GCF_030268685.1	Clade 8	Lanthiphage	0.0				0	0.0	1	0	1	1	0	0	0
3209	GCF_030268825.1_NZ_BSRX01000007.1_06552	17492:18842	17492	18842	NZ_BSRX01000007.1	0	GCF_000721625.1_NZ_JOJA01000028.1_03701	lanthipeptide-class-i	GCF_030268825.1_NZ_BSRX01000007.1.region001_lanthipeptide-class-i_7493_32341	6552	GCF_030268825.1_NZ_BSRX01000007.1	GCF_030268825.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
3210	GCF_030268825.1_NZ_BSRX01000046.1_05359	63815:65069	63815	65069	NZ_BSRX01000046.1	0	GCF_000717185.1_NZ_JNYE01000023.1_01409	lanthipeptide-class-i	GCF_030268825.1_NZ_BSRX01000046.1.region001_lanthipeptide-class-i_50910_71041	5359	GCF_030268825.1_NZ_BSRX01000046.1	GCF_030268825.1	Clade 10	Lanthiphage	0.0				0	0.0	1	1	0	1	0	0	0
3211	GCF_030268865.1_NZ_BSRZ01000024.1_00777	19109:20279	19109	20279	NZ_BSRZ01000024.1	0	GCF_030269545.1_NZ_BSTN01000053.1_04955	lanthipeptide-class-i	GCF_030268865.1_NZ_BSRZ01000024.1.region001_lanthipeptide-class-i_6117_31260	777	GCF_030268865.1_NZ_BSRZ01000024.1	GCF_030268865.1	Clade 2	Lanthiphage	1.0	1.0	RM_Type_I	GCF_030268865.1_RM_Type_I_5	0	0.0	1	1	0	0	1	1	0
3212	GCF_030268885.1_NZ_BSSA01000038.1_05543	38005:39265	38005	39265	NZ_BSSA01000038.1	0	GCF_019192735.1_NZ_JAHTKP010000018.1_01821	lanthipeptide-class-i	GCF_030268885.1_NZ_BSSA01000038.1.region001_lanthipeptide-class-i_25895_52271	5543	GCF_030268885.1_NZ_BSSA01000038.1	GCF_030268885.1	Clade 10	Lanthiphage	0.0				1	0.0	1	1	0	1	0	0	0
3213	GCF_030268905.1_NZ_BSSB01000003.1_02020	810983:812183	810983	812183	NZ_BSSB01000003.1	0	GCF_030268905.1_NZ_BSSB01000003.1_02020	lanthipeptide-class-i	GCF_030268905.1_NZ_BSSB01000003.1.region009_lanthipeptide-class-i_797958_823013	2020	GCF_030268905.1_NZ_BSSB01000003.1	GCF_030268905.1	Clade 5	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	1
3214	GCF_030268925.1_NZ_BSSC01000003.1_01695	444051:445251	444051	445251	NZ_BSSC01000003.1	0	GCF_030268905.1_NZ_BSSB01000003.1_02020	lanthipeptide-class-i	GCF_030268925.1_NZ_BSSC01000003.1.region003_lanthipeptide-class-i_433223_458278	1695	GCF_030268925.1_NZ_BSSC01000003.1	GCF_030268925.1	Clade 5	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	1
3215	GCF_030268945.1_NZ_BSSD01000001.1_04270	1182362:1183487	1182362	1183487	NZ_BSSD01000001.1	0	GCF_030268945.1_NZ_BSSD01000001.1_04270	lanthipeptide-class-i	GCF_030268945.1_NZ_BSSD01000001.1.region011_lanthipeptide-class-i_1169382_1193488	4270	GCF_030268945.1_NZ_BSSD01000001.1	GCF_030268945.1	Clade 7	Lanthiphage	1.0	1.0	Gabija	GCF_030268945.1_Gabija_2	0	0.0	1	1	0	0	1	0	1
3216	GCF_030268965.1_NZ_BSSE01000006.1_04235	108096:109353	108096	109353	NZ_BSSE01000006.1	0	GCF_030268965.1_NZ_BSSE01000006.1_04235	lanthipeptide-class-i	GCF_030268965.1_NZ_BSSE01000006.1.region001_lanthipeptide-class-i_98097_122296	4235	GCF_030268965.1_NZ_BSSE01000006.1	GCF_030268965.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	1	0	3
3217	GCF_030268985.1_NZ_BSSF01000004.1_07882	424684:425758	424684	425758	NZ_BSSF01000004.1	0	GCF_003994375.1_NZ_CP029042.1_03237	lanthipeptide-class-i	GCF_030268985.1_NZ_BSSF01000004.1.region003_lanthipeptide-class-i_412582_437789	7882	GCF_030268985.1_NZ_BSSF01000004.1	GCF_030268985.1	Clade 8	Lanthiphage	1.0	1.0	MADS	GCF_030268985.1_MADS_3	0	0.0	1	0	1	1	1	0	0
3218	GCF_030268985.1_NZ_BSSF01000006.1_04650	72835:74110	72835	74110	NZ_BSSF01000006.1	0	GCF_030268985.1_NZ_BSSF01000006.1_04650	lanthipeptide-class-i	GCF_030268985.1_NZ_BSSF01000006.1.region001_lanthipeptide-class-i_57874_87200	4650	GCF_030268985.1_NZ_BSSF01000006.1	GCF_030268985.1	Clade 10	Lanthiphage	0.0				0	1.0	1	1	0	1	0	1	0
3219	GCF_030269125.1_NZ_BSSM01000003.1_01771	294947:296207	294947	296207	NZ_BSSM01000003.1	0	GCF_030269125.1_NZ_BSSM01000003.1_01771	lanthipeptide-class-i	GCF_030269125.1_NZ_BSSM01000003.1.region002_lanthipeptide-class-i_284948_309510	1771	GCF_030269125.1_NZ_BSSM01000003.1	GCF_030269125.1	Non Defensive	lanthipeptide-class-i	0.0				1	0.0	1	1	0	0	0	0	3
3220	GCF_030269265.1_NZ_BSTA01000020.1_02593	56805:58002	56805	58002	NZ_BSTA01000020.1	0	GCF_030269265.1_NZ_BSTA01000020.1_02593	lanthipeptide-class-i	GCF_030269265.1_NZ_BSTA01000020.1.region001_lanthipeptide-class-i_46017_68352	2593	GCF_030269265.1_NZ_BSTA01000020.1	GCF_030269265.1	Clade 4	Lanthiphage	0.0				1	0.0	1	1	0	0	1	1	0
3221	GCF_030269325.1_NZ_BSTD01000005.1_07993	347248:348349	347248	348349	NZ_BSTD01000005.1	0	GCF_030182635.1_NZ_JAPZLD010000039.1_02350	lanthipeptide-class-i	GCF_030269325.1_NZ_BSTD01000005.1.region002_lanthipeptide-class-i_334298_358350	7993	GCF_030269325.1_NZ_BSTD01000005.1	GCF_030269325.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	0
3222	GCF_030269365.1_NZ_BSTF01000030.1_06852	20838:22014	20838	22014	NZ_BSTF01000030.1	0	GCF_003350445.1_NZ_QQAU01000011.1_02666	lanthipeptide-class-i	GCF_030269365.1_NZ_BSTF01000030.1.region001_lanthipeptide-class-i_10839_34930	6852	GCF_030269365.1_NZ_BSTF01000030.1	GCF_030269365.1	Clade 7	Lanthiphage	1.0	2.0	DISARM_2|RM_Type_II	GCF_030269365.1_DISARM_2_1|GCF_030269365.1_RM_Type_II_11	0	0.0	1	1	0	0	1	0	0
3223	GCF_030269445.1_NZ_BSTJ01000004.1_09497	576095:577370	576095	577370	NZ_BSTJ01000004.1	0	GCF_030269445.1_NZ_BSTJ01000004.1_09497	lanthipeptide-class-i	GCF_030269445.1_NZ_BSTJ01000004.1.region003_lanthipeptide-class-i_566096_591880	9497	GCF_030269445.1_NZ_BSTJ01000004.1	GCF_030269445.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	2	1	0	0	0	0	1
3225	GCF_030269445.1_NZ_BSTJ01000004.1_09500	580823:581879	580823	581879	NZ_BSTJ01000004.1	0	GCF_030269445.1_NZ_BSTJ01000004.1_09500	lanthipeptide-class-i	GCF_030269445.1_NZ_BSTJ01000004.1.region003_lanthipeptide-class-i_566096_591880	9500	GCF_030269445.1_NZ_BSTJ01000004.1	GCF_030269445.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	2	1	0	0	0	0	1
3227	GCF_030269465.1_NZ_BSTK01000004.1_09558	510200:511475	510200	511475	NZ_BSTK01000004.1	0	GCF_030269445.1_NZ_BSTJ01000004.1_09497	lanthipeptide-class-i	GCF_030269465.1_NZ_BSTK01000004.1.region003_lanthipeptide-class-i_500201_525985	9558	GCF_030269465.1_NZ_BSTK01000004.1	GCF_030269465.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	2	1	0	0	0	0	1
3229	GCF_030269465.1_NZ_BSTK01000004.1_09561	514928:515984	514928	515984	NZ_BSTK01000004.1	0	GCF_030269445.1_NZ_BSTJ01000004.1_09500	lanthipeptide-class-i	GCF_030269465.1_NZ_BSTK01000004.1.region003_lanthipeptide-class-i_500201_525985	9561	GCF_030269465.1_NZ_BSTK01000004.1	GCF_030269465.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	2	1	0	0	0	0	1
3231	GCF_030269465.1_NZ_BSTK01000017.1_07491	8026:9103	8026	9103	NZ_BSTK01000017.1	0	GCF_030269465.1_NZ_BSTK01000017.1_07491	lanthipeptide-class-i	GCF_030269465.1_NZ_BSTK01000017.1.region001_lanthipeptide-class-i_1_21846	7491	GCF_030269465.1_NZ_BSTK01000017.1	GCF_030269465.1	Clade 4	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	0
3232	GCF_030269485.1_NZ_BSTL01000018.1_01035	27250:28414	27250	28414	NZ_BSTL01000018.1	0	GCF_030269485.1_NZ_BSTL01000018.1_01035	lanthipeptide-class-i	GCF_030269485.1_NZ_BSTL01000018.1.region001_lanthipeptide-class-i_16304_41480	1035	GCF_030269485.1_NZ_BSTL01000018.1	GCF_030269485.1	Clade 2	Lanthiphage	1.0	1.0	RM_Type_I	GCF_030269485.1_RM_Type_I_9	0	0.0	1	1	0	0	1	1	0
3233	GCF_030269485.1_NZ_BSTL01000049.1_03708	4354:5617	4354	5617	NZ_BSTL01000049.1	0	GCF_030269485.1_NZ_BSTL01000049.1_03708	lanthipeptide-class-i	GCF_030269485.1_NZ_BSTL01000049.1.region001_lanthipeptide-class-i_1_18647	3708	GCF_030269485.1_NZ_BSTL01000049.1	GCF_030269485.1	Clade 6	Lanthiphage	0.0				1	0.0	1	1	0	1	0	0	0
3234	GCF_030269545.1_NZ_BSTN01000036.1_01428	34009:35257	34009	35257	NZ_BSTN01000036.1	0	GCF_030269545.1_NZ_BSTN01000036.1_01428	lanthipeptide-class-i	GCF_030269545.1_NZ_BSTN01000036.1.region001_lanthipeptide-class-i_5876_48353	1428	GCF_030269545.1_NZ_BSTN01000036.1	GCF_030269545.1	Clade 5	Lanthiphage	0.0				1	0.0	3	2	0	0	3	2	0
3235	GCF_030269545.1_NZ_BSTN01000053.1_04955	6387:7566	6387	7566	NZ_BSTN01000053.1	0	GCF_030269545.1_NZ_BSTN01000053.1_04955	lanthipeptide-class-i	GCF_030269545.1_NZ_BSTN01000053.1.region001_lanthipeptide-class-i_1_11217	4955	GCF_030269545.1_NZ_BSTN01000053.1	GCF_030269545.1	Clade 2	Lanthiphage	0.0				1	0.0	1	0	1	0	1	1	0
3236	GCF_030269545.1_NZ_BSTN01000058.1_02294	3607:4552	3607	4552	NZ_BSTN01000058.1	0	GCF_030269545.1_NZ_BSTN01000058.1_02294	lanthipeptide-class-i	GCF_030269545.1_NZ_BSTN01000058.1.region001_lanthipeptide-class-i_1_8406	2294	GCF_030269545.1_NZ_BSTN01000058.1	GCF_030269545.1	Clade 7	Lanthiphage	0.0				1	0.0	1	1	0	0	1	0	0
3237	GCF_030269605.1_NZ_BSTQ01000006.1_05036	156023:157265	156023	157265	NZ_BSTQ01000006.1	0	GCF_014873915.1_NZ_JADBEJ010000005.1_05567	lanthipeptide-class-i	GCF_030269605.1_NZ_BSTQ01000006.1.region001_lanthipeptide-class-i_142933_168333	5036	GCF_030269605.1_NZ_BSTQ01000006.1	GCF_030269605.1	Clade 1	Lanthiphage	1.0	1.0	RM_Type_IV	GCF_030269605.1_RM_Type_IV_16	0	0.0	1	1	0	0	1	1	0
3238	GCF_030269605.1_NZ_BSTQ01000024.1_01284	101581:102805	101581	102805	NZ_BSTQ01000024.1	0	GCF_030269605.1_NZ_BSTQ01000024.1_01284	lanthipeptide-class-i	GCF_030269605.1_NZ_BSTQ01000024.1.region002_lanthipeptide-class-i_91582_117084	1284	GCF_030269605.1_NZ_BSTQ01000024.1	GCF_030269605.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	2	1	0	0	0	0	6
3240	GCF_030269605.1_NZ_BSTQ01000024.1_01286	105913:107083	105913	107083	NZ_BSTQ01000024.1	0	GCF_030269605.1_NZ_BSTQ01000024.1_01286	lanthipeptide-class-i	GCF_030269605.1_NZ_BSTQ01000024.1.region002_lanthipeptide-class-i_91582_117084	1286	GCF_030269605.1_NZ_BSTQ01000024.1	GCF_030269605.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	2	1	0	0	0	0	6
3242	GCF_030269645.1_NZ_BSTR01000052.1_00385	38877:40053	38877	40053	NZ_BSTR01000052.1	0	GCF_030269645.1_NZ_BSTR01000052.1_00385	lanthipeptide-class-i	GCF_030269645.1_NZ_BSTR01000052.1.region001_lanthipeptide-class-i_28878_52897	385	GCF_030269645.1_NZ_BSTR01000052.1	GCF_030269645.1	Clade 5	Lanthiphage	0.0				0	0.0	1	1	0	0	1	0	1
3243	GCF_030269645.1_NZ_BSTR01000056.1_00334	35841:37068	35841	37068	NZ_BSTR01000056.1	0	GCF_030269645.1_NZ_BSTR01000056.1_00334	lanthipeptide-class-i	GCF_030269645.1_NZ_BSTR01000056.1.region001_lanthipeptide-class-i_25006_50068	334	GCF_030269645.1_NZ_BSTR01000056.1	GCF_030269645.1	Clade 5	Lanthiphage	0.0				1	0.0	1	1	0	0	1	1	0
3244	GCF_030285645.1_NZ_CP127296.1_08534	9418644:9419706	9418644	9419706	NZ_CP127296.1	0	GCF_030285645.1_NZ_CP127296.1_08534	lanthipeptide-class-i	GCF_030285645.1_NZ_CP127296.1.region030_lanthipeptide-class-i_9408645_9434424	8534	GCF_030285645.1_NZ_CP127296.1	GCF_030285645.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	2	1	0	0	0	0	2
3246	GCF_030285645.1_NZ_CP127296.1_08537	9423184:9424423	9423184	9424423	NZ_CP127296.1	0	GCF_017308975.1_NZ_JADWPD010000048.1_09458	lanthipeptide-class-i	GCF_030285645.1_NZ_CP127296.1.region030_lanthipeptide-class-i_9408645_9434424	8537	GCF_030285645.1_NZ_CP127296.1	GCF_030285645.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	2	1	0	0	0	0	2
3248	GCF_030285665.1_NZ_CP127295.1_03462	3609889:3611095	3609889	3611095	NZ_CP127295.1	0	GCF_900107925.1_NZ_FNUJ01000018.1_06656	lanthipeptide-class-i	GCF_030285665.1_NZ_CP127295.1.region006_lanthipeptide-class-i_3596744_3622064	3462	GCF_030285665.1_NZ_CP127295.1	GCF_030285665.1	Clade 2	Lanthiphage	1.0	1.0	RM_Type_I	GCF_030285665.1_RM_Type_I_7	0	0.0	1	0	1	0	1	1	0
3249	GCF_030286025.1_NZ_CP127386.1_03319	3989522:3990752	3989522	3990752	NZ_CP127386.1	0	GCF_000720405.1_NZ_JOAE01000019.1_02276	lanthipeptide-class-i	GCF_030286025.1_NZ_CP127386.1.region011_lanthipeptide-class-i_3978552_4003815	3319	GCF_030286025.1_NZ_CP127386.1	GCF_030286025.1	Clade 1	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	0
3250	GCF_030291795.1_NZ_CP127865.1_01565	2049914:2051219	2049914	2051219	NZ_CP127865.1	0	GCF_000721535.1_NZ_JOIK01000005.1_06868	lanthipeptide-class-i	GCF_030291795.1_NZ_CP127865.1.region013_lanthipeptide-class-i_2036781_2061220	1565	GCF_030291795.1_NZ_CP127865.1	GCF_030291795.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
3251	GCF_030294945.1_NZ_AP018448.1_01794	2242469:2243615	2242469	2243615	NZ_AP018448.1	0	GCF_014873495.1_NZ_JADBGF010000001.1_00285	lanthipeptide-class-i	GCF_030294945.1_NZ_AP018448.1.region009_lanthipeptide-class-i_2231680_2256029	1794	GCF_030294945.1_NZ_AP018448.1	GCF_030294945.1	Clade 3	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	0
3252	GCF_030294945.1_NZ_AP018448.1_05920	7255479:7256628	7255479	7256628	NZ_AP018448.1	0	GCF_000958545.1_NZ_KQ030481.1_00039	lanthipeptide-class-i	GCF_030294945.1_NZ_AP018448.1.region024_lanthipeptide-class-i_7244383_7269673	5920	GCF_030294945.1_NZ_AP018448.1	GCF_030294945.1	Clade 3	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	0
3253	GCF_030345075.1_NZ_CP128361.1_03982	4525006:4526251	4525006	4526251	NZ_CP128361.1	0	GCF_030345075.1_NZ_CP128361.1_03982	lanthipeptide-class-i	GCF_030345075.1_NZ_CP128361.1.region018_lanthipeptide-class-i_4513934_4539329	3982	GCF_030345075.1_NZ_CP128361.1	GCF_030345075.1	Other	Lanthiphage	0.0				0	0.0	1	1	0	0	2	1	0
